Document Title,Accession Number,Addressee Affiliation,Addressee Name,Author Name,AuthorAffiliation,Document Date,Docket Number,Document Type,Document/Report,Size
LER 13-008-01 for Fort Calhoun Station Regarding Previously Installed GE IVA Relays Failed Seismic Testing.,ML13353A474,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,12/18/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-008-01,8.47 Mb
"LER 13-017-00 for Fort Calhoun Station, Regarding Containment Spray Pump Design Documents do not Support Operation in Runout.",ML13361A209,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,12/27/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-017-00,366.61 Kb
"LER 13-018-00 for Fort Calhoun Station, Regarding Postulated Fire Event Could Result in Shorts Impacting Safe Shutdown.",ML13361A218,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,12/26/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-018-00,2.1 Mb
LER 13-016-00 for Fort Calhoun Station Regarding Reporting of Additional High Energy Line Break Concerns.,ML14015A373,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,01/06/2014,05000285,"Letter,Licensee Event Report (LER)",LER 13-016-00,628.98 Kb
LER 13-019-00 for Fort Calhoun Station Regarding Non-Seismic Circulating Water Pipe Could Disable Raw Water Pumps.,ML14031A346,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,01/31/2014,05000285,"Letter,Licensee Event Report (LER)",LER 13-019-00,5.21 Mb
LER 13-015-01 for Fort Calhoun Station Regarding Unqualified Coating used as a Water Tight Barrier in Rooms 81 and 82.,ML14048A003,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,02/14/2014,05000285,"Letter,Licensee Event Report (LER)",LER 13-015-01,7.01 Mb
LER 14-001-00 for Fort Calhoun Station Regarding Reactor Shutdown due to Sluice Gate Failure.,ML14069A348,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,03/07/2014,05000285,"Letter,Licensee Event Report (LER)",LER 14-001-00,9.95 Mb
LER 14-002-00 for Fort Calhoun Station Regarding Reactor Manual Trip due to Control Rod Misalignment.,ML14071A277,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,03/12/2014,05000285,"Letter,Licensee Event Report (LER)",LER 14-002-00,5.42 Mb
LER 13-019-001 for Fort Calhoun Regarding Non-Seismic Circulating Water Pipe Could Disable Raw Water Pumps.,ML14104B156,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,04/14/2014,05000285,"Letter,Licensee Event Report (LER)",LER 13-019-001,5.89 Mb
LER 13-014-001 for Fort Calhoun Station Regarding Unqualified Components used in Safety System Control Circuit.,ML14122A468,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,05/02/2014,05000285,"Letter,Licensee Event Report (LER)",LER 13-014-001,6.7 Mb
"LER 14-003-00 for Fort Calhoun, Unit 1, Regarding Reactor Trip Due to Stator Water Cooling Leak During Maintenance.",ML14135A402,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,05/14/2014,05000285,"Letter,Licensee Event Report (LER)",LER 14-003-00,6.4 Mb
LER 14-004-00 for Fort Calhoun Station Regarding Unqualified Limit Switches Render Safety Equipment Inoperable.,ML14171A501,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,06/20/2014,05000285,"Letter,Licensee Event Report (LER)",LER 14-004-00,1.23 Mb
"LER 14-005-00 for Fort Calhoun Station, Regarding Technical Specification Violation of Containment Integrity.",ML14238A717,"NRC/Document Control Desk,NRC/NRR",,Dean E D,Omaha Public Power District,08/25/2014,05000285,"Letter,Licensee Event Report (LER)",LER 14-005-00,1.14 Mb
LER 14-004-01 for Fort Calhoun Station Regarding Unqualified Limit Switches Render Safety Equipment Inoperable.,ML14276A597,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,10/03/2014,05000285,"Letter,Licensee Event Report (LER)",LER 14-004-01,1.2 Mb
LER 14-006-00 for Fort Calhoun Regarding Inoperability of Radiation Monitors Due to an Error in Technical Specifications.,ML14316A452,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,11/12/2014,05000285,"Letter,Licensee Event Report (LER)",LER 14-006-00,1.05 Mb
LER 14-004-01 for Fort Calhoun Station Regarding Unqualified Limit Switches Render Safety Equipment Inoperable.,ML15021A548,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,01/21/2015,05000285,"Letter,Licensee Event Report (LER)",LER 14-004-01,3.08 Mb
"LER 13-014-02 for Fort Calhoun Station, Unit 1 Regarding Unqualified Components used in Safety System Control Circuit.",ML15029A717,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,01/29/2015,05000285,"Letter,Licensee Event Report (LER)",LER 13-014-02,1.06 Mb
LER 14-007-00 for Fort Calhoun Regarding Plant Trip Due to Moisture Intrusion Into a Transformer Control Cabinet.,ML15050A242,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,02/13/2015,05000285,"Letter,Licensee Event Report (LER)",LER 14-007-00,257.85 Kb
"LER 15-001-00 for Fort Calhoun, Unit 1 Regarding Inadequate Design of High Energy Line Break Barriers.",ML15086A562,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,03/27/2015,05000285,"Letter,Licensee Event Report (LER)",LER 15-001-00,2.35 Mb
