Document Title,Accession Number,Addressee Affiliation,Addressee Name,Author Name,AuthorAffiliation,Document Date,Docket Number,Document Type,Document/Report,Size
IR 05000397-09-004 on 06/28/2009 - 09/26/2009 for Columbia Generating Station.,ML093080860,Energy Northwest,Parrish J V,Walker W C,NRC/RGN-IV/DRP/RPB-A,11/03/2009,05000397,"Inspection Report,Letter",IR-09-004,246.37 Kb
"IR 05000397-09-403, on 10/23/2009, Columbia Generating Station - NRC Security Inspection Report. Cover Letter Only.",ML093240540,Energy Northwest,Parrish J V,Johnson R C,NRC/RGN-IV/DRS/PSB-1,11/20/2009,05000397,"Letter,Inspection Report",IR-09-403,101.85 Kb
"IR 05000397-09-006, on 09/21/2009-10/08/2009, Energy Northwest, Columbia Generating Station, Trienial Fire Protection Inspection.",ML093270463,Energy Northwest,Parrish J V,O'Keefe N F,NRC/RGN-IV/DRS/EB-2,11/22/2009,05000397,"Inspection Report,Letter",IR-09-006,1.46 Mb
IR 05000397-09-010 on 08/17/09 - 10/20/09 for Columbia Generating Station.,ML093280158,Energy Northwest,Parrish J V,Chamberlain D D,NRC/RGN-IV/DRP,11/23/2009,05000397,"Inspection Report,Letter",IR-09-010,223.33 Kb
"IR 05000397-09-008, on 8/31/2009 - 9/17/2009, Columbia Generating Station, Biennial Baseline Inspection of Identification and Resolution of Problems.",ML093290291,Energy Northwest,Parish J V,Werner G E,NRC/RGN-IV/DRS/PSB-2,11/25/2009,05000397,"Inspection Report,Letter",IR-09-008,247.13 Kb
IR 05000397-09-005; 09/27/2009 - 12/31/2009; Columbia Generating Station; Integrated Resident and Regional Report; Fire Protection; Event Follow-Up; Biennial Emergency Preparedness Program Evaluation.,ML100350850,Energy Northwest,Parrish J V,Walker W C,NRC/RGN-IV/DRP/RPB-A,02/04/2010,05000397,"Inspection Report,Letter",IR-09-005,295.47 Kb
Columbia Generating Station - NRC Physical Security Annual Inspection Report 05000397-09-401.,ML100850694,Energy Northwest,Parrish J V,Shannon M P,NRC/RGN-IV/DRS/PSB-1,03/26/2010,05000397,"Inspection Report Correspondence,Letter",,108.53 Kb
Columbia Generating Station - NRC Security Inspection Report 05000397-10-402.,ML100870005,Energy Northwest,Parrish J V,Shannon M P,NRC/RGN-IV/DRS/PSB-1,03/26/2010,05000397,"Inspection Report Correspondence,Letter",,105.54 Kb
"IR 05000397-10-008, on 03/26/2010, Energy Northwest; Columbia Generating Station; NRC Supplemental Inspection - Inspection Procedure 95001.",ML101250378,Energy Northwest,Parrish J V,Walker W C,NRC/RGN-IV/DRP/RPB-A,05/05/2010,05000397,"Inspection Report,Letter",IR-10-008,99.11 Kb
"IR 05000397-10-002; on 01/01/2010 - 03/27/2010; Columbia Generating Station, Integrated Resident and Regional Report; Maintenance Effectiveness.",ML101300534,Energy Northwest,Parrish J V,Walker W C,NRC/RGN-IV/DRP/RPB-A,05/10/2010,05000397,"Inspection Report,Letter",IR-10-002,270.33 Kb
"IR 05000397-10-003 on 03/28/10 - 06/26/10 for Columbia Generating Station, Integrated Resident and Regional Report, Operability Evaluations.",ML102160405,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,08/04/2010,05000397,"Inspection Report,Letter",IR-10-003,204.42 Kb
"IR 05000397-10-006, On-site May 17 - 21, 2010, & June 1 - 10, 2010, In-office June 14 - July 30, 2010, Columbia Generation Station: Baseline Inspection, NRC Inspection Procedure 71111.21, ""Component Design Bases Inspection"".",ML102530274,Energy Northwest,Reddemann M E,Farnholtz T R,NRC/RGN-IV/DRS/EB-1,09/09/2010,05000397,"Inspection Report,Letter",IR-10-006,205.56 Kb
"IR 05000397-10-004; 06/27/2010 â 09/25/2010; Columbia Generating Station, Integrated Resident and Regional Report; Maintenance Risk Assessments and Emergent Work Control.",ML103080512,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,11/03/2010,05000397,"Enforcement Action,Inspection Report,Letter",IR-10-004,322.12 Kb
"IR 0500397-10-007, on 10/18/2010 - 11/04/2010; Columbia Generating Station, Scoping of Nonsafety-Related Affecting Safety-Related Systems and Review of License Renewal Aging Management Programs.",ML103540496,Energy Northwest,Reddemann M E,O'Keefe N F,NRC/RGN-IV/DRS/EB-2,12/17/2010,05000397,"Inspection Report,Letter",IR-10-007,385.79 Kb
"IR 05000397-10-501, on 12/31/2010, Columbia Generating Station - NRC Annual Emergency Preparedness.",ML110120561,Energy Northwest,Reddemann M E,Shannon M P,NRC/RGN-IV/DRS/PSB-1,01/10/2011,05000397,"Letter,Inspection Report Correspondence",IR-10-501,103.75 Kb
"IR 05000397-10-005, on 09/26/2010 - 12/31/2010, Columbia Generating Station, Integrated Resident and Regional Report; Maintenance Risk Assessment and Emergent Work Control, Postmaintenance Testing, Identification and Resolution of Problems.",ML110390591,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,02/08/2011,05000397,"Inspection Report,Letter",IR-10-005,228.68 Kb
"IR 05000397-11-002; 01/01/2011 - 03/26/2011; Columbia Generating Station, Integrated Resident and Regional Report; Postmaintenance Testing, Identification and Resolution of Problems.",ML111300570,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,05/10/2011,05000397,"Inspection Report,Letter",IR-11-002,381.28 Kb
COLUMBIA GENERATING STATION - NRC TEMPORARY INSTRUCTION 2515/183 INSPECTION REPORT 05000397/2011007,ML11133A202,Energy Northwest,Reddeman M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,05/13/2011,05000397,"Inspection Report,Letter",IR-11-007,199.46 Kb
"IR 05000397-11-003, on 03/27/2011 - 06/25/2011, Columbia Generating Station, NRC Integrated Inspection Report.",ML112083217,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DNMS/NMSB-A,07/27/2011,05000397,"Inspection Report,Letter",IR-11-003,520.04 Kb
"IR 05000397-11-403, on 07/28/2011, Columbia Generating Station, NRC Security Inspection (Cover Letter).",ML112232280,Energy Northwest,Reddemann M E,Hay M C,NRC/RGN-IV/DRS/PSB-1,08/11/2011,05000397,"Letter,Inspection Report",IR-11-403,105.59 Kb
"IR 05000397-11-006, on 08/22/11 - 09/15/11, Columbia Generating Station, Biennial Baseline Inspection of Identification and Resolution of Problems.",ML112990156,Energy Northwest,Reddemann M E,Powers D A,NRC/RGN-IV/DRS,10/25/2011,05000397,"Inspection Report,Letter",IR-11-006,390.57 Kb
"IR 05000397-11-004 on 06/26/2011 â 09/24/2011 Columbia Generating Station, Integrated Resident & Regional Report; Equipment Alignment; Maintenance Effectiveness; Operability Evaluations; Evaluations of Changes, Tests, or Experiments & Permanent Plant....",ML113060587,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,11/02/2011,05000397,"Inspection Report,Letter",IR-11-004,779.69 Kb
"IR 05000397/2011008; 09/26/2011 â 11/02/2011; Columbia Generating Station, Event Followup.",ML113490182,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,12/15/2011,05000397,"Inspection Report,Letter",IR-11-008,695.66 Kb
"IR 05000397-11-005; 09/25/2011 - 12/31/2011; Columbia Generating Station, Integrated Resident and Regional Report; Maintenance Effectiveness; Operability Evaluations; Surveillance Testing; Event Follow-up.",ML120440688,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,02/13/2012,05000397,"Inspection Report,Letter",IR-11-005,513.57 Kb
"IR 05000397-11-005, on 09/25/2011 â 12/31/2011, Columbia Generating Station, Integrated Resident and Regional Report, Maintenance Effectiveness, Operability Evaluations, Surveillance Testing, Event Followup.",ML120530082,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,02/21/2012,05000397,"Inspection Report,Letter",IR-11-005,165.19 Kb
"IR 05000397-12-002; Energy Northwest; 01/01/2012 - 03/23/2012; Columbia Generation Station, NRC Integrated Inspection Report.",ML12128A129,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,05/04/2012,05000397,"Inspection Report,Letter",IR-12-002,480.13 Kb
"IR 05000397-12-003; 03/24/2012 - 06/22/2012; Columbia Generating Station, Integrated Resident and Regional Report; Operability Evaluations and Functionality Assessments; Post-Maintenance Testing; Surveillance Testing.",ML12206A565,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,07/24/2012,05000397,"Inspection Report,Letter",IR-12-003,668.46 Kb
"IR 05000397-12-502, 10/18/2011 - 06/27/2012, Columbia Generating Station, Regional Report; Emergency Plan Focused Baseline Inspection, 7111404, 7111405.",ML12208A379,Energy Northwest,Reddemann M E,Blount T B,NRC/RGN-IV/DRS,07/26/2012,05000397,"Inspection Report,Letter",IR-12-502,180.49 Kb
"IR 05000397-12-007, 6/11/12 - 7/27/12, Energy Northwest, Columbia Generating Station Triennial Fire Protection Team Inspection.",ML12215A497,Energy Northwest,Reddemann M E,Miller G B,NRC/RGN-IV/DRS/EB-2,08/02/2012,05000397,"Inspection Report,Letter",IR-12-007,195.19 Kb
"IR 05000397-12-008 and 07200035-12-001, 7/24-25/2012, Energy Northwest Columbia Generation Station, Independent Spent Fuel Storage.",ML12236A395,Energy Northwest,Reddemann M E,Spitzberg D B,NRC/RGN-IV/DNMS/RSFSB,08/24/2012,"05000397,07200035","Inspection Report,Letter","IR-12-001,IR-12-008",472.53 Kb
"IR 05000397-12-004, on 06/23/2012 to 09/21/2012, Columbia Generating Station, Integrated Resident & Regional Report.",ML12304A062,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV,10/29/2012,05000397,Inspection Report,IR-12-004,694.35 Kb
Columbia Generating Station - NRC Security Inspection Report 05000397-12-404.,ML13066A638,Energy Northwest,Reddemann M E,Haire M S,NRC/RGN-IV/DRS/PSB-1,03/07/2013,05000397,"Letter,Inspection Report",IR-12-404,94.59 Kb
IR 05000397-13-301; 02/08/2013; Columbia Generating Station; Initial Operator Licensing Examination Report.,ML13078A434,Energy Northwest,Reddemann M E,Gaddy V G,NRC/RGN-IV/DRS/OB,03/19/2013,05000397,"Inspection Report,Letter",IR-13-301,111.28 Kb
"IR 05000397-13-403, 03/21/2013, Columbia, NRC Security Inspection.",ML13098A248,Energy Northwest,Reddemann M E,Haire M S,NRC/RGN-IV/DRS/PSB-1,04/05/2013,05000397,"Letter,Inspection Report",IR-13-403,86.44 Kb
"IR 05000397-13-002, on 01/01/2013 - 03/23/2013 Columbia Generating Station, Integrated Resident and Regional Report; Licensed Operator Requalification Program; Surveillance Testing.",ML13113A427,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,04/23/2013,05000397,"Inspection Report,Letter",IR-13-002,605.35 Kb
"Columbia Generation Station, NRC Security Special Inspection Report for License No. 05000397-13-408.",ML13116A035,Energy Northwest,Reddemann M E,Haire M S,NRC/RGN-IV/DRS/PSB-1,04/25/2013,05000397,"Inspection Report,Letter",IR-13-408,90.91 Kb
IR 05000397-13-009; 03/18/2013-03/22/2013; Energy Northwest; Columbia Generating Station; Supplemental Inspection - Inspection Procedure 95002.,ML13134A438,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,05/14/2013,05000397,"Inspection Report,Letter",IR-13-009,262.78 Kb
"IR 05000397-13-003, on 03/24/2013 â 06/22/2013, Columbia Generating Station, Integrated Resident and Regional Report, Operability Evaluations and Functionality Assessments, Problem Identification and Resolution.",ML13206A131,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,07/25/2013,05000397,"Inspection Report,Letter",IR-13-003,448.83 Kb
"IR 05000397-13-008; June 24-July 12, 2013; Columbia Generating Station, Biennial Baseline Inspection of the Identification and Resolution of Problems.",ML13234A429,Energy Northwest,Reddemann M E,Kellar R L,NRC/RGN-IV/DRS,08/22/2013,05000397,"Inspection Report,Letter",IR-13-008,236.33 Kb
"IR 05000397-13-007; 07/29/2013 - 08/22/2013; Columbia Generating Station; Baseline Inspection, NRC Inspection Procedure 71111.21, Component Design Bases Inspection.",ML13275A213,Energy Northwest,Reddemann M E,Farnholtz T R,NRC/RGN-IV/DRS/EB-1,10/02/2013,05000397,"Inspection Report,Letter",IR-13-007,251.57 Kb
"IR 05000397-13-004; on 06/23/2013 - 09/21/2013; Columbia Generating Station, Integrated Resident and Regional Report; Problem Identification and Resolution.",ML13304A922,Energy Northwest,Reddemann M E,Walker W C,NRC/RGN-IV/DRP/RPB-A,10/31/2013,05000397,"Inspection Report,Letter",IR-13-004,347.39 Kb
IR 05000397-13-010; on 07/22/13 - 11/21/13; Columbia Generating Station; Special Inspection into the Discovery of Multiple Degraded Conditions on the Division 1 Critical Switchgear Air Handling Unit.,ML13358A326,Energy Northwest,Reddeman M E,Lantz R E,NRC/RGN-IV/DRP/RPB-D,12/24/2013,05000397,"Inspection Report,Letter",IR-13-010,199.1 Kb
"IR 05000397-13-005, on 09/22/2013 - 12/31/2013; Columbia Generating Station; Flood Protection Measures; Surveillance Testing.",ML14030A606,Energy Northwest,Reddemann M E,Lantz R E,NRC/RGN-IV/DRP/RPB-D,01/30/2014,05000397,"Inspection Report,Letter",IR-13-005,555.13 Kb
IR 05000397-14-007; and 07200035-14-001; 03/24/2014 - 03/27/2014; Columbia Generating Station and Independent Spent Fuel Storage Installation; Routine ISFSI Inspection Report.,ML14115A465,Energy Northwest,Reddemann M E,Howell L H,NRC/RGN-IV/DNMS,04/25/2014,"05000397,07200035","Inspection Report,Letter","IR-14-001,IR-14-007",576.47 Kb
"IR 05000397-14-002; 01/01/2014 - 03/23/2014; Columbia Generating Station; Adverse Weather Protection, Operability Determinations and Functionality Assessments.",ML14127A419,Energy Northwest,Reddemann M E,Taylor N H,NRC/RGN-IV/DRP/RPB-D,05/07/2014,05000397,"Inspection Report,Letter",IR-14-002,224.07 Kb
"IR 05000397-14-003; 03/24/2014 - 06/23/2014; Columbia Generating Station; Equipment Alignment, License Operator Requalification Program and Licensed Operator Performance, Occupational ALARA Planning and Controls, Problem Identification & Resolution....",ML14218A199,Energy Northwest,Reddemann M E,Taylor N H,NRC/RGN-IV/DRP/RPB-D,08/06/2014,05000397,"Inspection Report,Letter",IR-14-003,788.25 Kb
Columbia Generating Station Notification Of Inspection (NRC Inspection Report 050003972015001) And Request For Information.,ML14226A972,Energy Northwest,Reddemann M E,Gaddy V G,NRC/RGN-IV/DRS/OB,08/14/2014,05000397,"Inspection Report,Letter",IR-2015-001,129.49 Kb
"IR 05000397/2014404, on 07/24/14, Columbia Generating Station, NRC Security Inspection Report.",ML14248A632,Energy Northwest,Reddemann M E,Haire M S,NRC/RGN-IV/DRS/PSB-1,09/04/2014,05000397,"Inspection Report,Letter",IR 2014404,127.71 Kb
"IR 05000397/2014004; on 06/24/2014 - 09/21/2014; Columbia Generating Station; Adverse Weather Protection, Maintenance Effectiveness.",ML14303A703,Energy Northwest,Reddemann M E,George G A,NRC/RGN-IV/DRP/RPB-C,10/30/2014,05000397,"Inspection Report,Safety and Compliance Inspection Record, NRC Form 591",IR 2014004,1.2 Mb
"IR 05000397/2014501, Completed on 12/31/2014, Columbia Generating Station, Emergency Preparedness Annual Inspection.",ML15009A411,Energy Northwest,Reddemann M E,Haire M S,NRC/RGN-IV/DRS/PSB-1,01/07/2015,05000397,"Inspection Report,Letter",IR 2014501,128.06 Kb
IR 05000397/2014005; 09/22/2014 - 12/31/2014; Columbia Generating Station; Integrated Inspection Report.,ML15035A641,Energy Northwest,Reddemann M E,Farnholtz T R,NRC/RGN-IV/DRP,02/02/2015,05000397,"Inspection Report,Letter",IR 2014005,743.58 Kb
Inspection Report 50-382/99-12 for Washington Nuclear Project - 2.,ML993210026,Energy Northwest,Parrish J V,Good G M,NRC/RGN-IV/DRS/PSB,11/15/1999,05000397,Inspection Report,,31.57 Kb
"Inspection report 50-397/99-10, conducted on September 5 through October 16,1999.",ML993260263,,,,NRC/RGN-IV,11/12/1999,05000397,Inspection Report,50-397/99-10,650.31 Kb
"Inspection report 50-397/99-12 on October 25-28,1999 re routine,announced inspection focused on specific areas of licensee physical security program.",ML993270241,,,Good G M,NRC/RGN-IV/DRS/PSB,11/15/1999,05000397,Inspection Report,50-397/99-12,353.01 Kb
"Inspection report 50-397/99-13 of inspection conducted October 17 through November 27,1999.",ML993630192,,,,NRC/RGN-IV,12/22/1999,05000397,Inspection Report,50-397/99-13,669.2 Kb
